Compound,MW,LogP,HBD,HBA,Aromatic_Ring_Number,TPSA,RotB,QED,Formal_Charge,SA_score,PAINS,BRENK,NIH,Solubility_AqSolDB,hERG,Caco2_Wang,BBB_Martins,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,PAMPA_NCATS,PPBR_AZ,Structural_flag,ADMET_flag
Cc1ccc(CN(C)C(=O)Nc2nsc(C)c2C#N)s1,306.42,3.36,1,5,2,69.02,3,0.95,0,2.97,False,False,False,-4.47,0.36,-4.59,0.7,100.32,82.09,0.96,95.25,False,True
CCc1nc(N(C)CC(=O)Nc2ccc(Cl)cc2)nc(N2CCN(c3nsc(C4CC4)n3)CC2)n1,514.06,3.22,1,10,3,103.27,8,0.49,0,2.94,False,False,False,-6.07,0.8,-5.1,0.78,60.93,95.75,0.95,103.03,True,True
CN1C(=O)CCC(NC(=O)NCc2cnc(C3CCC3)o2)C1=O,320.35,0.89,2,5,1,104.54,4,0.8,0,3.2,False,True,False,-2.63,0.04,-4.9,0.84,22.03,12.43,0.8,60.17,True,True
O=C(NNc1ccc(I)cc1F)c1cc2ncnn2cn1,398.14,1.62,2,5,3,84.21,3,0.52,0,2.78,False,True,False,-4.32,0.11,-5.04,0.67,17.7,5.52,0.62,90.03,True,True
CCOc1ccc2ccccc2c1OC(=O)C1CCC(S(C)(=O)=O)CC1,376.47,3.75,0,5,2,69.67,5,0.59,0,2.36,False,True,False,-4.1,0.34,-4.28,0.95,64.55,40.77,0.96,93.05,True,True
CCS(=O)(=O)C1(CNC(=S)NC(=O)c2ccc(F)cc2)CC1,344.43,1.4,2,4,1,75.27,5,0.79,0,2.67,False,True,False,-3.58,0.16,-4.4,0.89,54.78,39.43,0.94,67.32,True,True
Cc1cccc(NC(=O)Cn2ccc3ccnc(Cl)c32)c1C,313.79,3.95,1,2,3,46.92,3,0.74,0,2.23,False,True,False,-4.79,0.62,-4.79,0.87,85.99,68.1,0.91,97.33,True,True
Cn1cc(C(=O)COC(=O)c2cc(Br)ccc2I)cn1,449.04,2.83,0,4,2,61.19,4,0.41,0,2.4,False,True,False,-4.63,0.31,-4.61,0.97,120.11,97.19,0.99,97.38,True,True
CC(=O)c1ccc(Nc2ccnn2Cc2ccc(Br)s2)c(F)c1,394.27,4.84,1,4,3,46.92,5,0.63,0,2.47,False,False,False,-5.03,0.72,-4.75,0.81,89.8,76.82,0.94,96.62,False,True
Cc1cc(=O)[nH]c(CNC(=O)c2cocc2Br)n1,312.12,1.36,2,4,2,87.99,3,0.9,0,3.09,False,False,False,-2.36,0.04,-5.07,0.79,20.92,-1.57,0.7,57.0,False,True
NC(Cc1cncnc1)C(=O)Nc1ccc(-c2ncc[nH]2)cc1,308.34,1.38,3,5,3,109.58,5,0.66,0,2.83,False,False,False,-2.27,0.71,-5.91,0.26,10.66,3.16,0.49,55.69,False,True
CC(=CC(=O)N(Cc1cncs1)CC1CC1)c1ccccc1C,326.47,4.29,0,3,2,33.2,6,0.74,0,2.68,False,True,False,-3.82,0.87,-4.69,0.95,147.75,125.38,0.96,88.27,True,True
COc1ccc(C(=O)CSCc2ccc[nH]2)cc1Br,340.24,3.9,1,3,2,42.09,6,0.81,0,2.44,False,False,False,-3.98,0.74,-4.57,0.88,104.8,76.69,0.95,91.05,False,True
CN(C(=O)Cn1cc(SC(=O)c2ccccc2)cn1)n1cccc1,340.41,2.41,0,4,3,60.13,5,0.67,0,3.02,False,True,True,-3.72,0.27,-4.65,0.72,96.7,65.11,0.87,91.54,True,True
COc1ncnc2sc(NCc3cscc3Cl)nc12,312.81,3.42,1,7,3,59.93,4,0.8,0,3.02,False,False,False,-4.87,0.41,-4.83,0.82,124.76,105.52,0.98,98.96,False,True
Cn1cc(C(=O)Nc2ccc(Br)c(Cl)c2)ncc1=O,342.58,2.45,1,3,2,63.99,2,0.91,0,2.35,False,False,False,-4.67,0.24,-4.43,0.82,76.06,40.73,0.94,92.03,False,True
CN(C1CC1)S(=O)(=O)NC(=O)c1ccccc1C1CCCCC1,336.46,2.8,1,3,1,66.48,5,0.9,0,2.35,False,False,False,-4.42,0.46,-4.63,0.91,52.98,39.95,0.94,95.53,False,True
O=C(Nc1cnnn1-c1ccccc1)NC1CCCC=C1Br,362.23,3.22,2,3,2,71.84,3,0.88,0,3.27,False,False,False,-5.09,0.39,-4.89,0.83,63.05,58.73,0.93,98.72,False,True
Cc1nnc(COCC(=O)N2CC(=O)NC3CCCC3(C)C2)s1,338.43,0.88,1,6,1,84.42,4,0.88,0,3.89,False,False,False,-1.15,0.06,-5.18,0.93,22.36,17.68,0.88,42.8,False,True
Cc1ccc(-c2nsc(=O)n2Cc2ncc(-c3ccccc3)cn2)cc1,360.44,3.79,0,5,4,60.67,4,0.56,0,2.52,False,False,False,-4.91,0.52,-4.86,0.95,74.88,55.04,0.98,101.78,False,True
Cc1ccc(C(C)NCCSCc2ccnc(Cl)c2)cc1Br,399.79,5.39,1,3,2,24.92,7,0.5,0,2.86,False,True,False,-4.07,0.95,-4.73,0.94,75.14,51.84,0.92,91.26,True,True
CSc1cc(Nc2ccnc(-c3ncccn3)n2)ccc1C,309.4,3.71,1,6,3,63.59,4,0.74,0,2.51,False,False,False,-4.26,0.81,-4.92,0.76,78.98,64.35,0.98,90.62,False,True
O=C(CSCCc1nnn[nH]1)N1CCC(O)C12CCCCC2,325.44,0.77,2,6,1,95.0,5,0.78,0,4.31,False,True,False,-2.35,0.2,-5.7,0.82,30.8,23.97,0.78,51.71,True,True
CC1(C)CCC(CCNc2ccc3c(c2)S(=O)(=O)CC(=O)N3)C1,336.46,3.04,2,4,1,75.27,4,0.89,0,3.42,False,False,False,-4.55,0.64,-4.78,0.8,36.37,29.75,0.89,97.88,False,True
O=C(CNC(=O)c1ccc(Cl)c(Cl)c1)OCC(=O)N(CC(F)(F)F)c1ccc(Cl)cc1,497.68,4.52,1,4,2,75.71,7,0.57,0,2.37,False,False,False,-4.98,0.61,-4.68,0.85,65.25,62.14,0.93,96.04,False,True
O=C(O)c1ccc(Oc2ccc(NCc3ccc(Sc4ccccn4)o3)cn2)cc1,419.46,5.32,2,7,4,97.48,8,0.4,0,2.51,False,False,False,-5.06,0.35,-4.88,0.15,46.9,17.22,0.44,102.92,True,True
COc1ccc(Br)c(CNN=C(C)c2cn(C)nn2)c1,338.21,2.1,1,5,2,64.33,5,0.67,0,2.85,False,True,False,-3.88,0.51,-4.86,0.97,70.93,61.92,0.99,88.41,True,True
CN(Cc1csc(-c2ccno2)n1)C(=O)c1ccc(I)cc1,425.25,3.67,0,5,3,59.23,4,0.6,0,2.57,False,True,False,-4.12,0.54,-4.63,0.85,78.19,55.79,0.97,92.45,True,True
Cc1cc(Br)cc(C(=O)NNC(C)c2cnc(C)cn2)c1,349.23,2.85,2,4,2,66.91,4,0.83,0,3.06,False,True,False,-3.44,0.46,-4.91,0.69,45.39,27.14,0.92,86.84,True,True
CN(C)c1cc(F)cc(NCc2c[nH]nc2-c2c(F)cccc2F)c1,346.36,4.17,2,3,3,43.95,5,0.73,0,2.81,False,False,False,-5.04,0.93,-4.74,0.83,90.01,83.19,0.95,94.45,False,True
COc1cccc(-c2cnc(CN(C)CC3CCS(=O)(=O)C3)o2)c1,350.44,2.22,0,6,2,72.64,6,0.8,0,2.99,False,False,False,-3.27,0.75,-4.62,0.95,65.55,42.34,0.95,77.41,False,True
Cc1ccc(CNS(=O)(=O)N(Cc2ccc(O)cc2)Cc2ccco2)cc1,386.47,3.33,2,4,3,82.78,8,0.62,0,2.27,False,False,False,-3.96,0.92,-5.25,0.75,142.19,130.58,0.89,95.78,False,True
COc1cncc(C=CC(=O)NC2CCC2S(C)(=O)=O)c1,310.38,0.8,1,5,1,85.36,5,0.81,0,3.42,False,True,False,-2.36,0.16,-4.98,0.72,24.2,10.75,0.78,53.55,True,True
COC(=O)C1=CCN(CC(=O)c2cc3ccccc3cn2)CC1,310.35,2.22,0,5,2,59.5,4,0.64,0,2.53,False,False,True,-3.99,0.44,-4.58,0.97,110.17,93.37,0.97,92.42,True,True
COC1CN(S(=O)(=O)Nc2cc(F)ccc2OC2CCCCC2)CC1OC,402.49,2.54,1,5,1,77.1,7,0.76,0,3.39,False,False,False,-4.48,0.72,-4.55,0.89,109.97,91.93,0.97,94.92,False,True
O=C(NCC(O)c1ccccc1Br)NC(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,561.32,6.61,3,2,3,61.36,6,0.3,0,2.96,False,False,False,-4.98,0.86,-5.27,0.59,18.35,36.44,0.9,98.22,True,True
O=C(CNc1cscc1C(F)(F)F)Nc1cccnn1,302.28,2.61,2,5,2,66.91,4,0.91,0,2.8,False,False,False,-3.52,0.34,-4.87,0.89,30.54,13.81,0.93,86.37,False,True
CC(C)COc1cccc(OCC(=O)NS(=O)(=O)N2CCC(C)C2)c1,370.47,1.8,1,5,1,84.94,8,0.75,0,2.77,False,False,False,-3.96,0.48,-4.65,0.87,54.05,41.36,0.96,97.42,False,True
Cc1ccc(NC(=O)c2nnc(NCc3cccs3)o2)cc1,314.37,3.3,2,6,3,80.05,5,0.76,0,2.29,False,False,False,-5.26,0.63,-5.03,0.84,120.47,104.11,0.96,102.25,False,True
CC(C)(C)OC(=O)N1C(COC(=O)Cc2ccc(C3CCCCC3)cc2)COC1(C)C,431.57,5.19,0,5,1,65.07,5,0.6,0,3.07,False,False,False,-5.81,0.71,-4.66,0.83,122.13,130.17,0.96,104.94,True,True
CC(CC(O)c1ccccc1)NS(=O)(=O)c1ccc(Oc2cccc(F)c2)c(Br)c1,494.38,5.17,2,4,3,75.63,8,0.45,0,2.97,False,False,False,-5.23,0.72,-4.77,0.72,50.07,39.61,0.88,101.24,True,True
Cc1ccc(C(F)(F)CNCc2cnccc2N(C)C)c(C)c1,319.4,3.65,1,3,2,28.16,6,0.88,0,2.73,False,False,False,-3.7,0.97,-4.9,0.85,57.29,63.07,0.96,86.27,False,True
COc1n[nH]cc1C(=O)OCc1ccc(Br)cc1C#N,336.15,2.41,1,5,2,88.0,4,0.87,0,2.86,False,False,False,-4.78,0.28,-4.42,0.79,118.82,91.16,0.97,96.12,False,True
CS(=O)(=O)c1sccc1CNC(=O)NCCC(=O)N1CCCCCC1,387.53,1.74,2,5,1,95.58,6,0.78,0,2.48,False,False,False,-2.34,0.59,-5.01,0.89,51.47,45.11,0.91,60.09,False,True
O=C(O)C1CCC(C(=O)NCCc2cnn(-c3ccccc3)n2)N1C1CC1,369.43,1.01,2,5,2,100.35,7,0.76,0,3.42,False,False,False,-3.17,0.12,-5.63,0.49,13.22,9.72,0.24,75.95,False,True
O=S1(=O)CCCC(SCC(O)(c2ccc(Br)cc2)C(F)F)C1,415.32,3.21,1,4,1,54.37,5,0.8,0,3.72,False,False,False,-3.33,0.29,-4.52,0.8,37.55,18.25,0.89,81.31,False,True
O=C(Oc1ccc(OC2CCCC2)cc1)C12CCC(COC1)O2,318.37,2.86,0,5,1,53.99,4,0.63,0,4.33,False,True,False,-4.46,0.51,-4.49,0.98,122.1,94.51,0.98,95.13,True,True
COc1ccc(C2CS(=O)(=NC(=O)c3ncc(OC)cn3)CCN2)cc1,376.44,1.45,1,7,2,102.77,4,0.86,0,3.9,False,False,False,-3.22,0.4,-5.24,0.78,33.81,22.92,0.89,83.22,False,True
O=C(NCc1cccnc1)NOc1ccc(Cl)c(Cl)c1,312.16,3.18,2,3,2,63.25,4,0.85,0,2.26,False,True,False,-3.82,0.56,-4.66,0.9,82.7,50.78,0.98,89.08,True,True
Cc1cc(COC(=O)c2ccc(=O)n(-c3ccncc3)n2)cc(C)c1F,353.35,2.74,0,5,3,74.08,4,0.67,0,2.44,False,False,False,-4.51,0.7,-4.61,0.73,107.21,86.32,0.94,96.43,False,True
COc1cc(C)nc(CON=C(N)c2ccnc(OC)c2)c1,302.33,1.64,1,6,2,91.85,6,0.5,0,2.6,False,True,False,-2.21,0.68,-4.89,0.85,65.04,44.34,0.96,61.36,True,True
COc1cccc(COC(=O)NC2CC(S(C)(=O)=O)C2)c1,313.38,1.5,1,5,1,81.7,5,0.89,0,2.25,False,False,False,-2.31,0.29,-4.62,0.96,38.62,22.39,0.98,63.23,False,True
CS(=O)(=O)CC1CC1NC(=O)CCCc1nc2ccccc2o1,336.41,1.7,1,5,2,89.27,7,0.83,0,3.25,False,False,False,-2.71,0.3,-4.7,0.92,31.95,15.57,0.87,67.94,False,True
O=S1(=O)CCC(=Cc2nccnc2-c2ccccc2)CC1,300.38,2.74,0,4,2,59.92,2,0.86,0,2.9,False,False,False,-3.01,0.23,-4.62,0.93,29.26,7.31,0.9,75.4,False,True
CCOc1cc(CNC(=O)C2CC2c2ccsc2)ccn1,302.4,2.96,1,4,2,51.22,6,0.89,0,3.12,False,False,False,-3.72,0.54,-4.66,0.92,87.17,63.91,0.96,88.87,False,True
O=S1(=O)COc2cc(OCC#CC3CCCCC3)ccc21,306.38,2.77,0,4,1,52.6,2,0.79,0,3.12,False,True,False,-4.67,0.43,-4.39,0.92,42.14,27.04,0.93,98.71,True,True
CNS(=O)(=O)C1CN(C(=O)NC(CC2CCCCC2)C(=O)OC)C1,361.46,0.44,2,5,0,104.81,6,0.67,0,3.11,False,False,False,-2.25,0.36,-5.27,0.86,30.22,40.67,0.85,65.84,False,True
CS(=O)(=O)C1(C(=O)NNC(=O)C2CCCCC2)CC(N)C1,317.41,-0.38,3,5,0,118.36,3,0.61,0,2.82,False,True,False,-1.4,0.08,-5.25,0.86,-4.86,-2.43,0.64,48.14,True,False
Cc1ccc([N+](=O)[O-])c(Nc2ccc(Cc3nnc4ncccn34)cc2)c1,360.38,3.68,1,6,4,98.25,5,0.43,0,2.45,False,True,False,-4.67,0.47,-5.08,0.71,65.02,51.27,0.89,95.32,True,True
CS(=O)(=O)NC(=O)c1ccc(NC(=O)N2CCC(n3c(O)n[nH]c3=O)CC2)cc1,424.44,-0.16,4,7,2,166.49,4,0.53,0,2.62,False,False,False,-2.88,0.01,-6.19,0.27,-15.93,-12.59,0.02,56.01,True,True
Cc1ncnc(NNC(=O)c2ccnc(P(C)(C)=O)c2)c1Br,384.17,1.95,2,6,2,96.87,4,0.62,0,3.14,False,True,False,-2.79,0.09,-5.4,0.58,0.27,12.71,0.65,61.26,True,False
CN(C)c1ncccc1OCc1c(Br)nnn1C,312.17,1.62,0,5,2,56.07,4,0.86,0,2.94,False,False,False,-3.3,0.41,-4.76,0.97,59.92,57.91,0.98,77.13,False,True
COc1cccc(Nc2nnc(COCc3ccccc3)o2)n1,312.33,2.93,1,7,3,82.3,7,0.72,0,2.37,False,False,False,-4.35,0.58,-4.85,0.87,97.4,77.73,0.97,98.27,False,True
Cc1ccc(CNC(=O)Cc2cc(-c3ccco3)on2)cc1Br,375.22,3.86,1,4,3,68.27,5,0.74,0,2.31,False,False,False,-5.05,0.68,-4.81,0.96,92.07,80.96,0.98,99.89,False,True
O=c1[nH]ccc(NCc2ncc(-c3ncc[nH]3)cn2)c1Br,347.18,1.93,3,5,3,99.35,4,0.67,0,3.04,False,False,False,-3.51,0.08,-5.39,0.39,34.3,12.11,0.47,76.54,False,True
O=C(NC1C=CCC(C(=O)O)C1)c1cnc(-c2ccncc2)o1,313.31,1.89,2,5,2,105.32,4,0.83,0,3.62,False,True,False,-2.91,0.18,-5.36,0.4,-1.1,-8.61,0.27,74.03,True,True
O=C(NC1CN(S(=O)(=O)C(F)(F)F)C1)OCc1ccncc1,339.3,0.84,1,5,1,88.6,4,0.88,0,2.58,False,False,False,-2.44,0.33,-4.85,0.79,25.13,28.13,0.86,65.26,False,True
COC(=O)Cc1n[nH]c(CNC(=O)C(C)NC(=O)CC2CCCC2)n1,351.41,0.22,3,6,1,126.07,8,0.58,0,3.02,False,False,False,-2.29,0.07,-5.66,0.68,10.18,21.6,0.66,59.08,False,False
Brc1cnc(Nc2cc3ccc(Br)cn3n2)c(I)c1,493.93,4.6,1,3,3,42.22,2,0.53,0,3.06,False,True,False,-5.62,0.6,-5.05,0.77,54.78,61.38,0.96,96.02,True,True
O=C(NNc1nc2cc(Cl)ccc2nc1Cl)NC1CCS(=O)(=O)CC1,404.28,2.14,3,6,2,113.08,3,0.68,0,2.68,False,True,False,-3.72,0.44,-5.14,0.69,16.18,5.08,0.69,88.14,True,True
Cc1ccnc(Br)c1OCC(=O)Cc1ccsc1,326.21,3.4,0,4,2,39.19,5,0.79,0,2.71,False,True,False,-3.72,0.31,-4.39,0.97,99.1,73.42,0.98,88.42,True,True
O=C(OCc1csc([N+](=O)[O-])c1)c1ccc(O)c(C2CCCCC2)c1,361.42,4.77,1,6,2,89.67,5,0.47,0,2.45,False,True,False,-6.16,0.53,-4.73,0.62,144.16,142.7,0.92,108.37,True,True
N#CC(C(=O)Cc1ccc(Br)cc1I)c1ncc(F)cn1,460.04,3.4,0,4,2,66.64,4,0.66,0,3.46,False,True,False,-4.72,0.22,-4.57,0.92,27.24,19.59,0.97,92.56,True,True
Nc1ccc(-n2cc(-c3cnn(-c4ccc(F)cc4)c3)cn2)c(F)c1,337.33,3.59,1,3,4,61.66,3,0.58,0,2.38,False,True,False,-5.42,0.78,-4.74,0.62,54.48,51.09,0.93,98.72,True,True
CS(=O)(=O)CC1(CNC(=O)c2cccc(O)c2Br)CC1,362.25,1.71,2,4,1,83.47,5,0.84,0,2.81,False,False,False,-2.17,0.22,-4.74,0.74,47.32,26.46,0.5,52.42,False,True
CC(=O)c1c(C)nc(=O)[nH]c1SCCC(=O)Nc1ccc(Cl)cc1F,383.83,3.19,2,5,2,91.92,6,0.45,0,2.6,False,False,False,-4.39,0.17,-4.51,0.76,56.06,39.97,0.86,91.64,False,True
CC(C)(C)S(=O)(=O)NC(=O)c1cc(Cc2ccccc2)[nH]n1,321.4,1.86,2,4,2,91.92,4,0.9,0,2.46,False,False,False,-4.1,0.05,-4.99,0.51,15.66,10.4,0.82,95.54,False,True
CN(CCc1nccs1)Cc1c(Br)nnn1C,316.23,1.71,0,5,2,46.84,5,0.84,0,3.12,False,False,False,-1.58,0.22,-4.81,0.98,36.67,25.12,0.97,49.62,False,True
COc1cc(CC(=O)N2CCN(C(C#N)c3ccc(F)cc3)CC2)c(OC)nn1,399.43,1.58,0,7,2,91.58,6,0.73,0,3.16,False,False,False,-3.62,0.3,-4.69,0.8,59.95,65.79,0.87,77.64,False,True
CC(=O)c1ccc(NC(=O)Nc2ccncc2Br)cc1,334.17,3.69,2,3,2,71.09,3,0.84,0,1.94,False,False,False,-4.3,0.42,-4.81,0.58,69.62,44.07,0.9,88.79,False,True
COc1ncc(Br)cc1CNc1nc(Br)c(C)o1,377.04,3.52,1,5,2,60.18,4,0.88,0,3.01,False,False,False,-5.29,0.4,-4.74,0.96,100.47,95.62,0.99,97.98,False,True
Cc1ccc(C[S+]([O-])CC(=O)Nc2ccc(I)cc2)cc1C,427.31,3.8,1,2,2,52.16,5,0.58,0,3.27,False,True,False,-4.42,0.66,-4.99,0.69,73.93,54.4,0.9,98.69,True,True
Cc1ccc(NC(=S)N(C)Cc2cnc(N(C)C)nc2)cc1,315.45,2.68,1,4,2,44.29,4,0.88,0,2.31,False,True,False,-4.09,0.47,-4.97,0.81,102.22,97.42,0.96,89.61,True,True
CCOCC1CCCC1Nc1ccc(C(=O)N=S(C)(=O)N(C)C)cc1,367.52,3.02,1,4,1,71.0,7,0.8,0,3.76,False,False,False,-3.58,0.67,-4.75,0.79,40.07,33.18,0.93,80.19,False,True
CC(Cc1ccco1)Nc1nc(I)co1,318.11,2.92,1,4,2,51.2,4,0.88,0,3.6,False,True,False,-4.37,0.35,-4.58,0.93,46.43,31.29,0.95,93.62,True,True
Cc1ccc(C)c(NC(=O)COc2cccc(-n3cncn3)c2)c1,322.37,2.9,1,4,3,69.04,5,0.78,0,2.0,False,False,False,-4.74,0.83,-4.94,0.81,101.76,80.49,0.94,99.11,False,True
O=C(Nc1cnn(COc2ccc(F)cc2Cl)c1)N1CCSSCC1,402.9,3.94,1,5,2,59.39,4,0.78,0,2.76,False,True,False,-5.29,0.48,-4.76,0.89,80.49,74.22,0.98,97.8,True,True
Cc1ccn(CC(=O)OCc2cc(F)ccc2Cl)c(=O)c1,309.72,2.69,0,3,2,48.3,4,0.82,0,2.18,False,False,False,-3.25,0.52,-4.27,0.98,101.68,61.99,0.98,84.6,False,True
Cc1ccc(CN(Cc2ccc3c(c2)CCOC3)Cc2c(C)oc(C)c2C)cc1O,405.54,5.49,1,4,3,45.84,6,0.59,0,2.75,False,False,False,-4.45,0.97,-5.27,0.9,100.87,109.13,0.81,97.19,True,True
CS(=O)(=O)C1CC(C(=O)N(c2ccc(Cl)nn2)C2CCCCC2)C1,371.89,2.62,0,5,1,80.23,4,0.81,0,2.91,False,False,False,-3.19,0.26,-4.75,0.88,24.9,35.19,0.89,72.14,False,True
O=S(=O)(CCc1cccc(Cl)c1)Nc1cc(-c2ccc(Br)cc2)ncn1,452.76,4.54,1,4,3,71.95,6,0.6,0,2.27,False,False,False,-5.16,0.72,-4.84,0.78,31.84,15.65,0.88,100.9,False,True
CC(C)(Cc1ccc(C#N)cc1)NC(=O)c1csc(C(F)(F)F)n1,353.37,3.78,1,4,2,65.78,4,0.91,0,2.62,False,False,False,-4.67,0.25,-4.61,0.76,52.51,50.63,0.96,91.93,False,True
COC(CS(=O)(=O)NC(c1cccnc1)c1cnn(C)c1)c1ccc(F)cc1,404.47,2.35,1,5,3,86.11,8,0.62,0,3.46,False,False,False,-2.37,0.37,-5.37,0.59,39.52,34.54,0.88,69.4,False,True
CCC(C)(CNc1nc(I)cnc1N)c1cnccn1,384.23,2.23,2,6,2,89.61,5,0.77,0,3.87,False,True,False,-4.43,0.74,-5.04,0.44,40.38,46.0,0.88,94.21,True,True
O=C(CNC(=O)c1cc(F)cc(F)c1)Nc1nsc(-c2ccc(C(F)(F)F)cc2)n1,442.37,3.87,2,5,3,83.98,5,0.59,0,2.52,False,False,False,-5.23,0.61,-4.8,0.63,31.52,28.79,0.91,98.13,False,True
COC1C(Nc2ccc3[nH]c(-c4ccc(Br)o4)nc3c2)CC12CCC2,402.29,4.95,2,4,3,63.08,4,0.65,0,4.18,False,False,False,-5.63,0.91,-5.06,0.79,48.47,62.35,0.91,97.75,False,True
Cc1cnc(C(NC(C)COc2c(C)cccc2C)c2nnnn2C)s1,372.5,2.74,1,7,3,77.75,7,0.69,0,3.68,False,False,False,-3.5,0.76,-5.21,0.95,63.48,56.05,0.99,90.79,False,True
Cn1cc(C(C)(C)C(=O)NCCc2ccc([Si](C)(C)C)cc2)cn1,343.55,2.6,1,2,2,46.92,6,0.82,0,2.72,False,True,False,-4.47,0.81,-4.8,0.69,92.39,93.71,0.97,93.77,True,True
CCCc1cc(C(=O)NNC(=O)Cc2ncc(Br)cn2)sc1C,397.3,2.57,2,5,2,83.98,5,0.76,0,2.63,False,True,False,-4.0,0.13,-4.97,0.74,42.28,35.06,0.89,94.58,True,True
Cc1ccc(NC(=O)CNc2ccc(C)cc2P(C)(C)=O)cc1,330.37,3.6,2,3,2,58.2,5,0.82,0,2.29,False,True,False,-4.06,0.78,-4.87,0.91,55.7,53.18,0.97,89.58,True,True
CSCC(C)(NC(=O)C1SCCS1)C(=O)NC(C)c1cncnc1,386.57,1.7,2,7,1,83.98,7,0.74,0,4.13,False,False,False,-2.05,0.19,-5.48,0.55,40.28,43.67,0.79,51.21,False,True
COc1ccc(C(C)=O)cc1C[S+]([O-])c1ccc(Cl)c(F)c1,340.8,4.0,0,3,2,49.36,5,0.61,0,3.4,False,True,False,-3.3,0.6,-4.4,0.93,97.04,70.88,0.96,80.08,True,True
CCOc1ccc(Nc2ccc(C(=O)N3CCS(=O)(=O)CC3)cn2)cc1Cl,409.9,2.75,1,6,2,88.6,5,0.82,0,2.36,False,False,False,-3.81,0.37,-4.72,0.6,43.02,21.72,0.74,88.41,False,True
O=C(CC1CS(=O)(=O)C1)NCC1CCC2(CCCCCC2)O1,329.46,1.81,1,4,0,72.47,4,0.85,0,3.64,False,False,False,-2.08,0.18,-4.77,0.88,29.65,16.83,0.8,50.58,False,True
Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccc(OC2CCCCC2)cc1,373.41,3.67,0,6,2,96.49,7,0.42,0,2.41,False,True,False,-5.64,0.81,-4.58,0.96,151.25,134.01,0.97,105.27,True,True
CC(C)Cc1ncc(NC(=O)C2CCC(CCC(=O)O)O2)cn1,321.38,2.03,2,5,1,101.41,7,0.8,0,3.34,False,False,False,-2.7,0.06,-5.28,0.52,16.49,4.78,0.16,66.3,False,True
CC(C)c1ccc(NC(=S)NN=C2CCN(C(=O)C(F)(F)F)Cc3ccccc32)cc1,448.51,4.8,2,3,2,56.73,3,0.52,0,2.58,False,True,False,-5.93,0.68,-4.98,0.61,54.25,84.18,0.91,101.51,True,True
Clc1ccc2c(-c3ccnc4ccc(Cl)cc34)ccnc2c1,325.2,5.76,0,2,4,25.78,1,0.44,0,2.06,False,False,False,-5.8,0.65,-4.9,0.9,60.11,57.08,0.94,95.67,True,True
CCn1cc(-c2ccccc2)nc1NC(=O)C1CCC(F)(F)C1,319.36,3.94,1,2,2,46.92,4,0.93,0,3.06,False,False,False,-4.97,0.65,-4.58,0.93,83.59,67.73,0.97,95.85,False,True
COC(=O)CSCCNC1=CC(=O)N(c2ccccc2)C1=O,320.37,0.94,1,6,1,75.71,7,0.46,0,2.54,False,True,False,-3.61,0.13,-4.52,0.91,83.54,61.43,0.94,78.91,True,True
CC1=CCCCC1OC(=O)c1cnc(-c2ccccc2Cl)nc1,328.8,4.45,0,4,2,52.08,3,0.62,0,2.94,False,True,False,-5.77,0.48,-4.66,0.91,149.41,133.48,0.96,102.98,True,True
CCS(=O)(=O)CC=CCNC(=O)C(F)(F)c1nc2ccccc2s1,374.43,2.5,1,5,2,76.13,7,0.76,0,3.14,False,True,False,-3.04,0.32,-4.67,0.89,29.56,31.71,0.91,81.1,True,True
Cn1c(=O)nc(SCC(=O)c2ccc(C3CCCCC3)cc2)[nH]c1=O,359.45,2.49,1,5,2,84.82,5,0.65,0,2.47,False,False,False,-4.97,0.35,-4.73,0.66,55.17,40.16,0.84,99.56,False,True
N#CC1(C(=O)NNc2cc(C(=O)NCC3CCCCC3)ccn2)CCCO1,371.44,1.91,3,6,1,116.14,6,0.66,0,3.45,False,True,False,-4.57,0.54,-5.13,0.72,16.43,39.64,0.81,90.1,True,True
CN(CCCNC(=O)Cn1cc(OC2CCCC2)cn1)S(C)(=O)=O,358.46,0.6,1,5,1,93.53,9,0.65,0,2.63,False,True,False,-3.04,0.23,-4.75,0.89,93.84,75.8,0.91,69.13,True,True
COCC1(C(=O)NCc2c[nH]nc2C(=O)N(C)C2CC2)COC1,322.37,-0.08,2,5,1,96.55,7,0.73,0,3.31,False,False,False,-1.91,0.1,-4.84,0.89,44.44,36.69,0.87,45.53,True,True
CS(=O)(=O)NC(=O)Oc1ccc(OCCN2CCCC2)cc1,328.39,1.21,1,6,1,84.94,6,0.84,0,2.07,False,False,False,-1.92,0.19,-5.05,0.85,-4.1,-15.13,0.6,58.04,False,False
CC(NC(=O)NCC1(C(=O)O)CCCO1)c1ncc(Br)cn1,373.21,1.23,3,5,1,113.44,5,0.72,0,3.78,False,False,False,-1.35,0.05,-5.83,0.68,-0.76,-1.27,0.33,51.42,False,True
COc1ccc2nc(SCCCc3cccs3)[nH]c2n1,305.43,3.75,1,5,3,50.8,6,0.56,0,2.63,False,True,False,-4.61,0.71,-4.81,0.85,111.52,87.26,0.98,99.67,True,True
CCOc1ccc(OCC(O)CNc2ccc(F)c(Cl)c2)cc1,339.79,3.73,2,4,2,50.72,8,0.77,0,2.35,False,False,False,-4.34,0.85,-4.53,0.88,74.67,40.41,0.94,94.34,False,True
